feature_index	feature_index	vector	max_distance	v_gene	j_gene	cdr3_aa_length
817	251864	[-0.1309860646724701, 0.020948994904756546, -0.08056269586086273, 1.1767480373382568, 0.3250877857208252, -0.1433573216199875, -0.024133779108524323, 0.37683504819869995, 0.5566647052764893, 0.028076928108930588]	0.15	IGKV3	IGKJ4	6.0
818	251884	[0.1490926742553711, -0.3134267330169678, 0.011220882646739483, 0.9775632619857788, 0.031787388026714325, 0.19705882668495178, 0.33278003334999084, 0.24689285457134247, -0.003149575088173151, 0.3714938759803772]	0.15	IGKV3	IGKJ4	6.0
819	251889	[-0.07179155945777893, -0.34446895122528076, -0.02982276678085327, 0.8122913241386414, 0.45882749557495117, -0.32958391308784485, 0.7078434824943542, 0.24169757962226868, 0.3164932131767273, 0.5387839078903198]	0.15	IGKV3	IGKJ4	6.0
820	251950	[0.5619826912879944, -0.41552817821502686, 0.44665393233299255, 0.9844382405281067, -0.185189887881279, 0.17301775515079498, 0.40680932998657227, 0.16990935802459717, -0.09373030811548233, 0.22466401755809784]	0.15	IGKV3	IGKJ4	6.0
821	252498	[0.40321964025497437, -0.4650284945964813, 0.4674197733402252, 0.9646816253662109, -0.1910981684923172, -0.0863654837012291, 0.4711263179779053, 0.4919426739215851, -0.12280649691820145, 0.042886581271886826]	0.15	IGKV3	IGKJ4	7.0
822	252583	[-0.11079315096139908, -0.2702454626560211, 0.13103914260864258, 0.8844956755638123, 0.6095681190490723, -0.3017785847187042, 0.8322044014930725, 0.6165985465049744, 0.35382482409477234, 0.18546098470687866]	0.15	IGKV3	IGKJ4	7.0
823	253176	[0.30375757813453674, 0.3363751173019409, 0.20835061371326447, 0.9308874607086182, 0.37302660942077637, -0.3323292136192322, 0.831885576248169, 0.10567387193441391, 0.3324034512042999, -0.03266993537545204]	0.15	IGKV3	IGKJ4	8.0
824	253182	[0.15511541068553925, -0.4684956669807434, 0.1641145944595337, 1.0368502140045166, 0.712982177734375, -0.07812133431434631, 0.07012728601694107, 0.40135636925697327, 0.37719836831092834, 0.296059787273407]	0.15	IGKV3	IGKJ4	8.0
825	253192	[0.02683081477880478, -0.19193316996097565, 0.3021320104598999, 0.7493414878845215, 0.39079010486602783, -0.26202717423439026, 1.0462995767593384, 0.02468610554933548, 0.26634204387664795, 0.7198925614356995]	0.15	IGKV3	IGKJ4	8.0
826	253201	[-0.13492675125598907, -0.5781804919242859, -0.19529330730438232, 0.8924212455749512, 0.5840582251548767, -0.18404918909072876, 0.3147466480731964, 0.2056254744529724, 0.4826914370059967, 0.45961615443229675]	0.15	IGKV3	IGKJ4	8.0
827	253222	[0.11183580011129379, -0.42915186285972595, 0.057503215968608856, 1.028491497039795, 0.4126609265804291, 0.2048979252576828, 0.19828195869922638, 0.26645520329475403, 0.21759004890918732, 0.5957930088043213]	0.15	IGKV3	IGKJ4	8.0
828	253227	[-0.025152741000056267, -0.1590307205915451, -0.09333550930023193, 0.8298404812812805, 0.35520198941230774, 0.02960790880024433, 0.6641560196876526, 0.2642453908920288, 0.5268918871879578, 0.3759513795375824]	0.15	IGKV3	IGKJ4	8.0
829	253239	[0.08483033627271652, -0.5181839466094971, 0.10572943091392517, 1.188557505607605, -0.3796424865722656, 0.19629605114459991, 0.2858162224292755, 0.1724427193403244, -0.06333626806735992, 0.2174118310213089]	0.15	IGKV3	IGKJ4	8.0
830	253242	[0.005672842264175415, -0.3882281184196472, -0.038783442229032516, 0.82079017162323, 0.9675445556640625, -0.3106190860271454, 0.42391231656074524, 0.08773470669984818, 0.49466806650161743, 0.0645553395152092]	0.15	IGKV3	IGKJ4	8.0
831	253248	[0.26996973156929016, -0.37476468086242676, 0.25629135966300964, 1.01230788230896, -0.3213048279285431, -0.045071881264448166, 0.48405101895332336, 0.5626956224441528, -0.2693703770637512, 0.11655369400978088]	0.15	IGKV3	IGKJ4	8.0
832	253251	[0.298683226108551, -0.14936330914497375, 0.2852833569049835, 1.0312221050262451, -0.1785351037979126, 0.2089155614376068, 0.4867817461490631, 0.28916534781455994, -0.3473321497440338, 0.39041978120803833]	0.15	IGKV3	IGKJ4	8.0
833	253252	[0.1631656289100647, -0.2873798608779907, 0.029647300019860268, 1.0148636102676392, 0.7991320490837097, -0.1668647676706314, 0.2977345585823059, -0.010660401545464993, -0.00320314965210855, 0.028123704716563225]	0.15	IGKV3	IGKJ4	8.0
834	253258	[0.10578113794326782, -0.5142933130264282, 0.09070517867803574, 0.8790006637573242, 0.5296130776405334, -0.5110840201377869, 0.35292482376098633, 0.18105971813201904, 0.5006517171859741, -0.15439537167549133]	0.15	IGKV3	IGKJ4	8.0
835	253270	[-0.1876203566789627, -0.31015971302986145, -0.1419815570116043, 0.7490059733390808, 0.2826075255870819, -0.5442613959312439, 0.8672323822975159, 0.2326325625181198, 0.20614944398403168, 0.40427955985069275]	0.15	IGKV3	IGKJ4	8.0
836	253274	[0.02510029822587967, -0.603935182094574, -0.06807368248701096, 0.8433985114097595, 0.2161477953195572, -0.358712762594223, 0.3171851933002472, 0.13907527923583984, 0.6298049688339233, 0.1531604379415512]	0.15	IGKV3	IGKJ4	8.0
837	253325	[0.08999775350093842, -0.012808913365006447, 0.10175742954015732, 1.0666221380233765, 0.6150649785995483, -0.48319029808044434, 0.35966289043426514, 0.1843181699514389, 0.08587581664323807, 0.561559796333313]	0.15	IGKV3	IGKJ4	8.0
838	253327	[0.013773635029792786, 0.20160293579101562, 0.14987033605575562, 0.8691349625587463, 0.4331607520580292, -0.3069339692592621, 1.2613528966903687, -0.03242797777056694, 0.14232224225997925, 0.45299044251441956]	0.15	IGKV3	IGKJ4	8.0
839	253354	[-0.137347012758255, -0.3458079695701599, 0.22578883171081543, 0.8598840832710266, 0.5516369342803955, -0.2424784153699875, 0.805073618888855, 0.5856517553329468, 0.30870145559310913, 0.09771159291267395]	0.15	IGKV3	IGKJ4	8.0
840	256240	[-0.0057425773702561855, -0.495912104845047, 0.08111100643873215, 0.8041438460350037, 0.19854383170604706, -0.20835085213184357, 0.44725731015205383, 0.2551276683807373, 0.545851469039917, 0.7243990898132324]	0.15	IGKV3	IGKJ4	9.0
841	256265	[0.44017165899276733, -0.5415830016136169, 0.30136215686798096, 1.0676472187042236, -0.03775234520435333, 0.532249927520752, 0.1858590543270111, 0.20683088898658752, 0.1950072944164276, 0.23577599227428436]	0.15	IGKV3	IGKJ4	9.0
842	256296	[0.15973840653896332, 0.21091800928115845, -0.300194650888443, 0.993915855884552, 0.1320607215166092, -0.08480913192033768, 0.5836390852928162, 0.3488781452178955, 0.3645094931125641, 0.29184678196907043]	0.15	IGKV3	IGKJ4	9.0
843	256312	[0.22188153862953186, -0.3803431987762451, 0.505003809928894, 1.1147736310958862, -0.16009442508220673, -0.08296158164739609, 0.1803542822599411, 0.3069450557231903, -0.3013763427734375, 0.1628386527299881]	0.15	IGKV3	IGKJ4	9.0
844	256319	[-0.001709350268356502, -0.20943118631839752, 0.13292014598846436, 0.8850395679473877, 0.5515842437744141, -0.1440625637769699, 0.6757941246032715, 0.3232063949108124, -0.011505401693284512, 0.2919839918613434]	0.15	IGKV3	IGKJ4	9.0
845	256323	[0.15537653863430023, -0.3157013952732086, -0.12765268981456757, 0.8192546963691711, 0.3919813334941864, 0.06057204306125641, 0.7663478851318359, 0.2813771963119507, 0.1469312459230423, 0.05659842863678932]	0.15	IGKV3	IGKJ4	9.0
846	256388	[-0.036198940128088, -0.4431132972240448, -0.08816986531019211, 0.9630962014198303, 0.34714022278785706, -0.11395302414894104, 0.43762001395225525, 0.3168577551841736, 0.13789883255958557, 0.4554325342178345]	0.15	IGKV3	IGKJ4	9.0
847	256389	[0.5561915636062622, -0.5305994749069214, 0.20658083260059357, 0.9367398619651794, -0.22378823161125183, -0.14948154985904694, 0.30250516533851624, 0.09036587923765182, 0.004582291468977928, -0.08476541936397552]	0.15	IGKV3	IGKJ4	9.0
848	256398	[0.15712107717990875, 0.09001298993825912, 0.14430609345436096, 1.0877076387405396, 0.5467946529388428, -0.40782004594802856, 0.33419883251190186, 0.14807210862636566, 0.08586911112070084, 0.48982176184654236]	0.15	IGKV3	IGKJ4	9.0
849	256441	[-0.08225736767053604, -0.03655209392309189, -0.08708619326353073, 0.8316565155982971, 0.1467025876045227, -0.44400396943092346, 0.8441636562347412, 0.2786903381347656, 0.30641695857048035, 0.47659337520599365]	0.15	IGKV3	IGKJ4	9.0
850	256447	[0.101472869515419, -0.2884909212589264, 0.6253765225410461, 1.0835567712783813, -0.2737009823322296, -0.07712376862764359, 0.3729066252708435, 0.3132588267326355, -0.2877970039844513, 0.08938949555158615]	0.15	IGKV3	IGKJ4	9.0
851	261759	[0.26749226450920105, 0.009680146351456642, -0.40110331773757935, 1.08560049533844, 0.1015346497297287, 0.0038348331581801176, 0.6373014450073242, 0.15101321041584015, 0.09107408672571182, 0.4782984256744385]	0.15	IGKV3	IGKJ4	10.0
852	261773	[0.4830249845981598, 0.18102501332759857, 0.3501177132129669, 1.0280170440673828, -0.1656905710697174, 0.010784357786178589, 0.39203161001205444, 0.20151393115520477, 0.0714087188243866, 0.22194157540798187]	0.15	IGKV3	IGKJ4	10.0
853	261783	[0.44332149624824524, -0.390220046043396, 0.34859099984169006, 0.929334819316864, -0.022318420931696892, -0.06508179754018784, 0.4388173520565033, 0.3639214038848877, -0.002216258319094777, 0.10293535143136978]	0.15	IGKV3	IGKJ4	10.0
854	261794	[0.6071358323097229, 0.0006943560438230634, 0.5347025990486145, 0.9468023777008057, -0.04757887125015259, -0.1280997395515442, 0.6939546465873718, 0.13186830282211304, -0.1375030130147934, -0.06540011614561081]	0.15	IGKV3	IGKJ4	10.0
855	261817	[0.16454097628593445, -0.12770727276802063, 0.37530970573425293, 1.0342345237731934, -0.03769208863377571, -0.10048822313547134, 0.43651604652404785, 0.12450581789016724, -0.20719143748283386, 0.1174006462097168]	0.15	IGKV3	IGKJ4	10.0
856	261831	[-0.01966499350965023, -0.23537874221801758, -0.06083683297038078, 0.9358808398246765, 0.35501623153686523, -0.22623364627361298, 0.37907734513282776, 0.21429499983787537, 0.31235960125923157, 0.572943389415741]	0.15	IGKV3	IGKJ4	10.0
857	261835	[0.47036272287368774, -0.44128215312957764, 0.357870876789093, 1.136257529258728, 0.10626843571662903, 0.12331163138151169, 0.05453812703490257, 0.3970673084259033, -0.10903171449899673, 0.2874377965927124]	0.15	IGKV3	IGKJ4	10.0
858	261837	[0.18581189215183258, 0.34041768312454224, 0.05603274703025818, 1.0483615398406982, 0.37676292657852173, 0.25697317719459534, 0.6260070204734802, 0.12870275974273682, 0.32729673385620117, 0.36722880601882935]	0.15	IGKV3	IGKJ4	10.0
859	261844	[-0.09780511260032654, -0.33776119351387024, -0.11543493717908859, 0.8452243804931641, 0.3136880695819855, -0.33708643913269043, 0.4937720000743866, 0.20882974565029144, 0.5299550890922546, 0.44787493348121643]	0.15	IGKV3	IGKJ4	10.0
860	261858	[-0.12839044630527496, -0.3204376995563507, -0.03701084479689598, 0.8296639919281006, 0.40333226323127747, -0.2711814045906067, 0.6395495533943176, 0.1946336179971695, 0.3302213251590729, 0.39811503887176514]	0.15	IGKV3	IGKJ4	10.0
861	261863	[0.5102372765541077, -0.5663238167762756, 0.22075548768043518, 0.9367086291313171, -0.11761238425970078, 0.14168629050254822, 0.4372383654117584, 0.10056763887405396, -0.1682158261537552, -0.1647866666316986]	0.15	IGKV3	IGKJ4	10.0
862	261884	[0.4902801513671875, -0.5451622009277344, 0.13288258016109467, 0.9651635885238647, -0.22439861297607422, -0.24358752369880676, 0.31491610407829285, 0.24421873688697815, 0.035768233239650726, -0.11705682426691055]	0.15	IGKV3	IGKJ4	10.0
863	261892	[0.1494508534669876, -0.21276111900806427, 0.04326651245355606, 0.8024841547012329, 0.47599267959594727, 0.06173522025346756, 0.7349951267242432, -0.027772674337029457, 0.36089617013931274, 0.31684765219688416]	0.15	IGKV3	IGKJ4	10.0
864	261912	[0.39710813760757446, -0.49249163269996643, 0.305570125579834, 0.9467598795890808, 0.02166278287768364, -0.29462215304374695, 0.3114790916442871, 0.10923071205615997, 0.11279042065143585, -0.21708989143371582]	0.15	IGKV3	IGKJ4	10.0
865	261916	[0.011773207224905491, -0.11686006933450699, -0.39347463846206665, 0.9487341046333313, 0.4801839292049408, -0.27428051829338074, 0.5343367457389832, 0.2819622755050659, 0.4083896577358246, 0.6015874147415161]	0.15	IGKV3	IGKJ4	10.0
866	268352	[-0.006999404169619083, -0.2644532322883606, 0.04735179245471954, 0.9499775767326355, 0.3683517575263977, -0.25526005029678345, 0.29505655169487, 0.19416803121566772, 0.4036993086338043, 0.5442957282066345]	0.15	IGKV3	IGKJ4	11.0
867	268366	[0.4235614538192749, -0.26781049370765686, 0.20079082250595093, 0.9912450313568115, -0.15512381494045258, -0.039698366075754166, 0.2960742712020874, 0.34700489044189453, 0.20908086001873016, 0.25223174691200256]	0.15	IGKV3	IGKJ4	11.0
868	268368	[0.3590148687362671, -0.19183696806430817, 0.39247021079063416, 1.1086859703063965, -0.19870640337467194, -0.16334371268749237, 0.3427070379257202, 0.4266986548900604, -0.26502087712287903, 0.12459955364465714]	0.15	IGKV3	IGKJ4	11.0
869	268374	[-0.07749136537313461, 0.08439698070287704, -0.19194892048835754, 1.0122663974761963, 0.5353361964225769, -0.28801387548446655, 0.5372171998023987, 0.35090693831443787, 0.4698849320411682, 0.23812207579612732]	0.15	IGKV3	IGKJ4	11.0
870	268404	[-0.15453952550888062, -0.29878270626068115, 0.08741927146911621, 0.8409159183502197, 0.36793115735054016, -0.34629496932029724, 0.5822272300720215, 0.27539482712745667, 0.3585118055343628, 0.4317496120929718]	0.15	IGKV3	IGKJ4	11.0
871	268440	[0.4384654462337494, -0.5127072930335999, 0.30992379784584045, 1.0883687734603882, 0.07889910787343979, 0.02561045251786709, 0.04523026943206787, 0.39098939299583435, 0.018031170591711998, 0.2661079466342926]	0.15	IGKV3	IGKJ4	11.0
872	268444	[0.33408212661743164, -0.26702460646629333, 0.06531527638435364, 0.8042727708816528, 0.5018921494483948, -0.2326841801404953, 0.5984312295913696, 0.21030795574188232, 0.7103984951972961, 0.2242748737335205]	0.15	IGKV3	IGKJ4	11.0
873	268453	[0.17566262185573578, -0.21936297416687012, 0.0484207384288311, 0.8625505566596985, 0.33420848846435547, -0.16121584177017212, 0.7595430612564087, 0.417938232421875, 0.04768536239862442, 0.18717463314533234]	0.15	IGKV3	IGKJ4	11.0
874	268470	[0.12775678932666779, -0.4255307614803314, -0.11046624183654785, 1.0036119222640991, 0.34472864866256714, 0.03465268760919571, 0.31212368607521057, 0.535932183265686, 0.26509159803390503, 0.3798014521598816]	0.15	IGKV3	IGKJ4	11.0
875	273324	[0.16834697127342224, -0.13111388683319092, 0.04820850118994713, 0.9052284955978394, 0.40168264508247375, -0.15267756581306458, 0.647380530834198, 0.42893075942993164, 0.1644221544265747, 0.19695889949798584]	0.15	IGKV3	IGKJ4	12.0
876	273330	[0.4918433725833893, -0.3413807451725006, 0.2574901282787323, 1.088700771331787, -0.15244367718696594, -0.048544567078351974, 0.12524491548538208, 0.5300851464271545, 0.1359098255634308, 0.3611176908016205]	0.15	IGKV3	IGKJ4	12.0
877	273334	[0.048796217888593674, -0.20457148551940918, -0.033326420933008194, 0.8820305466651917, 0.5173863768577576, -0.3692907691001892, 0.6226516962051392, 0.5338822603225708, 0.48449885845184326, 0.21676138043403625]	0.15	IGKV3	IGKJ4	12.0
878	273340	[0.18337567150592804, 0.03927388787269592, -0.14762650430202484, 0.967231273651123, 0.39468440413475037, -0.14665354788303375, 0.5601070523262024, 0.26407745480537415, 0.2629409432411194, 0.26765763759613037]	0.15	IGKV3	IGKJ4	12.0
879	273341	[0.20131021738052368, -0.10024596750736237, -0.05915676802396774, 0.9886071085929871, 0.4050244987010956, -0.04167735576629639, 0.42865049839019775, 0.44078290462493896, 0.251962810754776, 0.31650668382644653]	0.15	IGKV3	IGKJ4	12.0
880	273354	[0.1263495236635208, 0.15528655052185059, -0.14009009301662445, 1.0381698608398438, 0.3026244044303894, -0.059405695647001266, 0.4805479049682617, 0.36761903762817383, 0.3382651209831238, 0.11424549669027328]	0.15	IGKV3	IGKJ4	12.0
881	273355	[0.21727192401885986, -0.013030320405960083, 0.07339303195476532, 0.9626718759536743, 0.5985976457595825, -0.10808875411748886, 0.509961724281311, 0.29502376914024353, 0.2212282121181488, 0.24355359375476837]	0.15	IGKV3	IGKJ4	12.0
882	274241	[0.17346879839897156, -0.19669322669506073, -0.04502209648489952, 0.95885169506073, 0.3477627635002136, -0.02768319845199585, 0.4402399957180023, 0.41185957193374634, 0.31440308690071106, 0.22376854717731476]	0.15	IGKV3	IGKJ4	13.0
883	274337	[-0.04815512150526047, -0.2082950323820114, -0.10152965784072876, 0.9103156924247742, 0.3279678523540497, -0.37068676948547363, 0.5132925510406494, 0.46442174911499023, 0.5259767174720764, 0.4061792492866516]	0.15	IGKV3	IGKJ4	14.0
884	274375	[-0.050616055727005005, -0.18036505579948425, -0.23716828227043152, 0.8521425724029541, 0.6146916151046753, -0.4447931945323944, 0.686828076839447, 0.5291247367858887, 0.47381260991096497, 0.5396465063095093]	0.15	IGKV3	IGKJ5	4.0
885	274432	[-0.10804222524166107, -0.3714286684989929, -0.14975962042808533, 0.9130691289901733, 0.45064777135849, -0.23185189068317413, 0.3664284348487854, 0.46466198563575745, 0.4214715361595154, 0.46047359704971313]	0.15	IGKV3	IGKJ5	5.0
886	274892	[-0.19443568587303162, -0.42450225353240967, -0.09425261616706848, 0.9421165585517883, 0.4773315489292145, -0.19126379489898682, 0.4254190921783447, 0.376875102519989, 0.294049471616745, 0.7212809324264526]	0.15	IGKV3	IGKJ5	7.0
887	274903	[0.05838392302393913, -0.27493777871131897, -0.031042151153087616, 0.7999398708343506, 0.470257431268692, -0.18757684528827667, 0.6608781814575195, 0.03613951429724693, 0.3886176347732544, 0.5330966114997864]	0.15	IGKV3	IGKJ5	7.0
888	275166	[0.03284711018204689, -0.47401830554008484, -0.19830814003944397, 0.7665221691131592, 0.4913179576396942, -0.14846442639827728, 0.766857922077179, 0.2289804071187973, 0.3104401230812073, 0.10141558200120926]	0.15	IGKV3	IGKJ5	8.0
889	275170	[-0.06813220679759979, -0.19225724041461945, -0.025575974956154823, 0.7833293080329895, 0.42484188079833984, -0.2703113555908203, 0.6848019957542419, 0.35875403881073, 0.3198153078556061, 0.432155042886734]	0.15	IGKV3	IGKJ5	8.0
890	275180	[0.06611818820238113, -0.051094554364681244, -0.19365713000297546, 0.8237929940223694, 0.4001806080341339, -0.044613711535930634, 0.8364741802215576, 0.40029338002204895, 0.23678766191005707, 0.3149629235267639]	0.15	IGKV3	IGKJ5	8.0
891	275189	[0.061596035957336426, -0.2763461172580719, -0.017425348982214928, 0.7565065026283264, 0.2888716161251068, -0.12883584201335907, 0.7737886309623718, 0.3836138844490051, 0.25997835397720337, 0.4123523235321045]	0.15	IGKV3	IGKJ5	8.0
892	275201	[0.16191218793392181, -0.3174247741699219, 0.0022001590114086866, 1.0088303089141846, 0.7796708345413208, -0.1460757553577423, 0.27180215716362, 0.009835605509579182, 0.036651287227869034, 0.029625700786709785]	0.15	IGKV3	IGKJ5	8.0
893	275211	[0.2897477447986603, -0.14570190012454987, 0.0910613164305687, 0.9683152437210083, 0.31049785017967224, 0.08911503851413727, 0.43787774443626404, 0.1322321593761444, 0.13231638073921204, 0.530195951461792]	0.15	IGKV3	IGKJ5	8.0
